Name,Country,City,Genre,Email,Social,Website,Links,Source_URL,Activity,Research_Date,Status,Confidence,Contact_Type,Contact_Source,Outreach_Readiness,Notes
Saidian,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=5330,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Saltatio Mortis,Germany,,folk metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=5181,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Samsara Circle,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=15065,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sankt Velten,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19053,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sapere Aude,Germany,Schorndorf,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=30838,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Saphena,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=10653,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sapiency,Germany,Frankfurt,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=12582,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Saprobiontic,Germany,Dresden,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=28841,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Saratan,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=7946,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Sarcom,Czechia,,"death, thrash metal",,,,,https://www.tourforger.com/concerts/metal/czech-republic/2026,2026 activity verified,2026-09-23,Active,High,,,Contact page/source needed,2026 festival/tour listing
Satellite Beaver,Poland,Warsaw,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=13936,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Saule,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=24931,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Savage Circus,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=3301,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Scalpture,Germany,Bielefeld,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=30062,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Scarlet Moon,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=16214,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Scavanger,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11664,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Schandmaul,Germany,Mucker,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=5441,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Schattenmann,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=27663,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
