Sheet,Key_Type,Key,Reason,Source_URL,Verified_Date
Peer Bands,name,Mountain Jam Generator Party,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/MountainJamGeneratorParty,2026-09-23
Peer Bands,name,Mystic,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.mysticfestival.pl/road-to-mystic/,2026-09-23
Peer Bands,name,NEXT FEST Music Showcase & Conference,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://nextfest.pl/,2026-09-23
Peer Bands,name,Natalia Widuto,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.youtube.com/channel/UCzAeoUIxoH3Iu3sV75YRCbQ,2026-09-23
Peer Bands,name,Nature Rock Fest,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/NatureRockFest,2026-09-23
Peer Bands,name,Nietakt,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/profile.php?id=61553442868128,2026-09-23
Peer Bands,name,Nullizmatyka,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/NulloSPG/,2026-09-23
Peer Bands,name,Ostrów Rock Festival,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://ostrowrockfestival.pl/,2026-09-23
Peer Bands,name,PIK Wrocław — Punkt Informacji Kulturalnej,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://pik.wroclaw.pl/,2026-09-23
Peer Bands,name,Party San opener,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.party-san.de/en/informations/band-application,2026-09-23
Peer Bands,name,Pe.,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/peoficjalnie23,2026-09-23
Peer Bands,name,Pielesze,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/Pielesze-102233094689985/,2026-09-23
Peer Bands,name,Pietrasonica Fest,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/pietrasonica,2026-09-23
Peer Bands,name,Pieśni LYE,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/profile.php?id=61579660711063,2026-09-23
Peer Bands,name,PolandRock 2025,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://polandrockfestival.pl/eliminacje,2026-09-23
Peer Bands,name,Polskie Radio PiK — Muzyka Spoza Układu,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.radiopik.pl/,2026-09-23
Peer Bands,name,Prog Radio,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.progradio.com/submissions,2026-09-23
Peer Bands,name,Progresja,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://progresja.com/,2026-09-23
Peer Bands,name,Przegląd Kapel Rockowych '25,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.lck.art.pl/aktualnosci/przeglad-kapel-rockowych-25-luxtorpeda,2026-09-23
Peer Bands,name,Pół Tony,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/profile.php?id=100090102833249,2026-09-23
Peer Bands,name,RaF,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/profile.php?id=61551032519958,2026-09-23
Peer Bands,name,Radio Afera — Pralka,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.afera.com.pl/,2026-09-23
Peer Bands,name,Radio Afera — Thrashing Madness,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.afera.com.pl/,2026-09-23
Peer Bands,name,Radio Akadera — Huta Zwierzyniecka 4,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://akadera.bialystok.pl/,2026-09-23
Peer Bands,name,Radio Akadera — Rockowa Niedziela,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://akadera.bialystok.pl/,2026-09-23
Peer Bands,name,Radio Asymetria,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://radioasymetria.net/,2026-09-23
Peer Bands,name,Radio Gorzów,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://radiogorzow.pl/,2026-09-23
Peer Bands,name,Radio LUZ / Z Piekła Rodem,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://radioluz.pl/,2026-09-23
