Sheet,Key_Type,Key,Reason,Source_URL,Verified_Date
Peer Bands,name,Zakręć Śmigłem Fest!,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://linktr.ee/Zsfestiwal,2026-09-23
Peer Bands,name,Zgrane,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/zgrane,2026-09-23
Peer Bands,name,Zmarlym,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.metal-archives.com/,2026-09-23
Peer Bands,name,festiwal WYKOPALISKA Rekowo,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/festiwalWYKOPALISKArekowo,2026-09-23
Peer Bands,name,moktis,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://drive.google.com/file/d/18739XcSqSKx9nRxI9sHU045t2JN32imQ/view?fbclid=IwZXh0bgNhZW0CMTEAAR01B6oHGIUpvfsc3npr-Nvunt8vI8zT-dwD0OivWptoqv621PRJjUio1wM_aem_ARufuPV17cA6uP0oexOARQ,2026-09-23
Peer Bands,name,młody domson,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.youtube.com/channel/UCHNxIzL_uUBYHUIlpq14Fgw,2026-09-23
Peer Bands,name,rockmetal.pl — kalendarz koncertowy,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.rockmetal.pl/,2026-09-23
Peer Bands,name,yzzesvko,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.youtube.com/channel/UCj01iJ2BpSxeYHYI_RXoQnw,2026-09-23
Peer Bands,name,Łasuch,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/uasuch/,2026-09-23
Peer Bands,name,Łopen Fest,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/p/%C5%81OPEN-FEST-61565817302393/,2026-09-23
Peer Bands,name,Ślad,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/slad.2018,2026-09-23
Peer Bands,name,Żmigrock Festiwal,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.zmigrod.com.pl/,2026-09-23
