Name,Country,City,Genre,Email,Social,Website,Links,Source_URL,Activity,Research_Date,Status,Confidence,Contact_Type,Contact_Source,Outreach_Readiness,Notes
Oktor,Poland,Warsaw,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=2680,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Omegavortex,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=28566,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Onanizer,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=8846,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Once,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17756,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Onkel Tom,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=16517,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Oomph!,Germany,Wolfsburg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=7075,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Ophis,Germany,Hamburg,"death metal, doom",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=2177,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Orcus Chylde,Germany,Aschaffenburg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=14082,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Orden Ogan,Germany,Arnsberg,power metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=5937,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Origin of Infinity,Czechia,,progressive death metal,,,,,https://www.tourforger.com/concerts/metal/czech-republic/2026,2026 activity verified,2026-09-23,Active,High,,,Contact page/source needed,2026 festival/tour listing
Orphalis,Germany,Dortmund,technical death metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=12496,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Osada Vida,Poland,Slask,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19323,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Out of Decay,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=13586,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Outrage,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=7646,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Outre,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19001,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Over Your Threshold,Germany,Munich,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11880,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Oversense,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=24823,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Oya,Poland,Strzegom / Wałbrzych,,,https://www.facebook.com/oya.rock2020,,,https://www.oyaband.pl/,Current official band website checked 2026-09-23,2026-09-23,Active,Medium
Painful,Germany,Baden-Baden,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=22749,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Palace,Germany,Speyer,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18466,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Pandemia,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=2121,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Pandemic Outbreak,Poland,Gdansk,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32622,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Pandemonium,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=12655,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Panychida,Czechia,Plzen,"black, folk metal",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=12475,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Panzer,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19172,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Panzer X,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=118,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Panzerballett,Germany,Munich,progressive metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=13935,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Paradox,Germany,Bayern,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=3596,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Paragon,Germany,Hamburg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=1253,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Paranoiz,Germany,Herten,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=6168,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Parasite Inc.,Germany,Aalen,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11836,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Parhelyon,Germany,Baden-Württemberg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32670,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Parricide,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18266,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Parsifall,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=8636,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Passion For Sorrow,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19082,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
