Name,Country,City,Genre,Email,Social,Website,Links,Source_URL,Activity,Research_Date,Status,Confidence,Contact_Type,Contact_Source,Outreach_Readiness,Notes,Decision,Decision_Reason,Verified_Source,Verified_Date,Verified_Country,Verified_Genre,Verified_Status,Confidence_New,Evidence
Thunder Fest,,,,,https://thunder-fest.pl/,,,https://thunder-fest.pl/,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://thunder-fest.pl/,2026-09-23,,,,Low,no decisive current signal
Tombstoned Festival,,,,,https://obliveon.de/event-termin/tombstoned-fest-bands-tickets/,,,https://obliveon.de/event-termin/tombstoned-fest-bands-tickets/,,2026-09-22,,,,,,,REMOVE,Entity name indicates event/media/venue/organisation rather than a band,https://obliveon.de/event-termin/tombstoned-fest-bands-tickets/,2026-09-23,,,,High,entity-type rule
Trójka — Ciężko na Sercu,,Warszawa,,formularz kontaktowy prowadzącego,,https://trojka.polskieradio.pl/,,https://trojka.polskieradio.pl/,,2026-09-22,,,,,,NOWY LEAD 05.09. Audycja aktywna i prezentuje nowe polskie ciężkie granie.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://trojka.polskieradio.pl/,2026-09-23,,,,Low,no decisive current signal
Trójka — Muzyczna Poczta UKF,,Warszawa,,ukf@polskieradio.pl,,https://trojka.polskieradio.pl/,,https://trojka.polskieradio.pl/,,2026-09-22,,,,,,NOWY LEAD 05.09. Oficjalna audycja wprost przyjmuje propozycje.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://trojka.polskieradio.pl/,2026-09-23,,,,Low,no decisive current signal
Unsun,,,gothic metal,,,,,https://www.metal-archives.com/,,2026-09-22,,,,,,Current record/addition verified in 2026.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metal-archives.com/,2026-09-23,,gothic metal,,Low,no decisive current signal
Velar,,,,,https://www.instagram.com/velartheband,,,https://www.instagram.com/velartheband,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.instagram.com/velartheband,2026-09-23,,,,Low,no decisive current signal
Verde,,,,,https://www.facebook.com/mlodyverde/,,,https://www.facebook.com/mlodyverde/,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/mlodyverde/,2026-09-23,,,,Low,no decisive current signal
VooDoo Club,,Warszawa,,kontakt@voodooclub.pl,,https://www.voodooclub.pl/,,https://www.voodooclub.pl/,,2026-09-22,,,,,,Historyczna dwustronna rozmowa o terminach i warunkach.,REMOVE,Entity name indicates event/media/venue/organisation rather than a band,https://www.voodooclub.pl/,2026-09-23,,,,High,entity-type rule
Wacken Metal Battle,,,,,https://www.metal-battle.com/,,,https://www.metal-battle.com/,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metal-battle.com/,2026-09-23,,,,Low,no decisive current signal
Wacken Metal Battle Poland,,Polska,,,,https://www.metal-battle.com/poland/,,https://www.metal-battle.com/poland/,,2026-09-22,,,,,,NOWY LEAD 05.09. Konieczna kontrola kwalifikacji i okna.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metal-battle.com/poland/,2026-09-23,,,,Low,no decisive current signal
