Name,Kind,City,Email,Destination_URL,Source_URL,Active,Verified,Accepts_Outreach,Do_Not_Contact,Relationship_Score,Relevance_Pct,Confidence_Pct
Google News,event_calendar,Warsaw,,https://news.google.com/rss/articles/CBMif0FVX3lxTE1ja2d1V0Z2bDhNVzFSV2dDVER1b2VJOEFsSGh0ZXFFbExSN1oyRHRxSWRqdVR6bDhEdlBOak92ZmgyNEl3SFNzbThGT3hQT0JSSVZBR2dMeUw1M0F6aUl4S0tDbC1zV2U5MTNDdU1VV0FDRUZSR0hTazVkaWFWTHM?oc=5&hl=pl&gl=PL&ceid=PL:pl,https://news.google.com/rss/articles/CBMif0FVX3lxTE1ja2d1V0Z2bDhNVzFSV2dDVER1b2VJOEFsSGh0ZXFFbExSN1oyRHRxSWRqdVR6bDhEdlBOak92ZmgyNEl3SFNzbThGT3hQT0JSSVZBR2dMeUw1M0F6aUl4S0tDbC1zV2U5MTNDdU1VV0FDRUZSR0hTazVkaWFWTHM?oc=5&hl=pl&gl=PL&ceid=PL:pl,t,t,t,f,65,55,55
Warsaw T-Mobile Polish Open 2026 Overview | WTA Official,event_calendar,Warsaw,,https://www.wtatennis.com/tournaments/2087/warsaw-125/2026,https://www.wtatennis.com/tournaments/2087/warsaw-125/2026,t,t,t,f,65,65,65
Google News,cultural_hub,Warsaw,,https://news.google.com/rss/articles/CBMickFVX3lxTE9yUHZkektBcXNWcGJ4emJjbzBoYnJnbmhpZGpQYUpITnZXSk5qRW50YmFjRi0wRjRQMm9QSkpJbGVscnZZSG53Ny14cjdBZVE0NmtDemxsWjRaWk5GUl94TDZSM0dGcmpjNXNLMW5KVndYQQ?oc=5&hl=pl&gl=PL&ceid=PL:pl,https://news.google.com/rss/articles/CBMickFVX3lxTE9yUHZkektBcXNWcGJ4emJjbzBoYnJnbmhpZGpQYUpITnZXSk5qRW50YmFjRi0wRjRQMm9QSkpJbGVscnZZSG53Ny14cjdBZVE0NmtDemxsWjRaWk5GUl94TDZSM0dGcmpjNXNLMW5KVndYQQ?oc=5&hl=pl&gl=PL&ceid=PL:pl,t,t,t,f,65,55,55
8 Curious Urban Legends from Warsaw | Article | Culture.pl,cultural_hub,Warsaw,,https://culture.pl/en/article/8-curious-urban-legends-from-warsaw,https://culture.pl/en/article/8-curious-urban-legends-from-warsaw,t,t,t,f,65,55,55
Google News,promoter,Warsaw,,https://news.google.com/rss/articles/CBMie0FVX3lxTFA5elNXVzBQTlZJS21jajZ4eGRDSjYyN3Rmem1YckRDWmxFb01HX2d1QVBINkZneXozdUVDWjJQeUhGQjIyNUhXOWtuUENQWF91U3BwMXhPdnl5RDdpb2ZzNnVDNE9TcDl5S0c2cmlGYXlFdE0wSWtrY3h6MA?oc=5&hl=pl&gl=PL&ceid=PL:pl,https://news.google.com/rss/articles/CBMie0FVX3lxTFA5elNXVzBQTlZJS21jajZ4eGRDSjYyN3Rmem1YckRDWmxFb01HX2d1QVBINkZneXozdUVDWjJQeUhGQjIyNUhXOWtuUENQWF91U3BwMXhPdnl5RDdpb2ZzNnVDNE9TcDl5S0c2cmlGYXlFdE0wSWtrY3h6MA?oc=5&hl=pl&gl=PL&ceid=PL:pl,t,t,t,f,65,55,55
Google News,local_media,Warsaw,,https://news.google.com/rss/articles/CBMiswFBVV95cUxOTWdiUVdCN2dGSWt5RjNoTDdBZkRCMXVXY0c5ckxXd0xXTnVZODRsQWZJVG1nZ3dzZDRCa0FMaFNqYUxLVzRHTGhIZjBnVlFITVpGd0VIalRPTjhQcHJpakpjQXNaMTJ0aFVqM2o4STZXbGpsc2tEeWRaMm80UVMwbU4wdVV4M2ZxQU1udk1wUnhHWlZqamgzY0EtcXlvclB0NHZpWWpOdVFfc1JibThad0RxSQ?oc=5&hl=pl&gl=PL&ceid=PL:pl,https://news.google.com/rss/articles/CBMiswFBVV95cUxOTWdiUVdCN2dGSWt5RjNoTDdBZkRCMXVXY0c5ckxXd0xXTnVZODRsQWZJVG1nZ3dzZDRCa0FMaFNqYUxLVzRHTGhIZjBnVlFITVpGd0VIalRPTjhQcHJpakpjQXNaMTJ0aFVqM2o4STZXbGpsc2tEeWRaMm80UVMwbU4wdVV4M2ZxQU1udk1wUnhHWlZqamgzY0EtcXlvclB0NHZpWWpOdVFfc1JibThad0RxSQ?oc=5&hl=pl&gl=PL&ceid=PL:pl,t,t,t,f,65,55,55
Why Warsaw is one of the best cities for clubbing in Europe,promoter,Warsaw,,https://mixmag.net/feature/warsaw-poland-club-rave-scene-europes-best-young-djs-collective-scene-report,https://mixmag.net/feature/warsaw-poland-club-rave-scene-europes-best-young-djs-collective-scene-report,t,t,t,f,65,55,55
MSN,local_media,Warsaw,,https://www.msn.com/en-xl/news/other/poland-reiterates-ukraine-support-after-russia-drone-attacks/ar-AA2cldeR,https://www.msn.com/en-xl/news/other/poland-reiterates-ukraine-support-after-russia-drone-attacks/ar-AA2cldeR,t,t,t,f,65,55,55
Google News,local_music_resource,Warsaw,,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQS0FIN1hwQUJYbFJMRDM5T1pSVjZCODlGS3F5TUlOa21XVTJDUzZJOElrbUJVdmFBci1GRG9hc1dWazlpQjFFaXJlV01lb0o4OXpCTUJTUERBbl9CYThma3N5bTVmOTlCYWk0ZGxPYTdoUXIwRmtkOGRPQUhuVU1Pa1NVUlRPczhzbmp3Q203SW1NQnNOcmNYZHg4a21QNlhDUnZEbm1NMmNSV0psREIyWDkxRDBFZmtOWjN6dDR6QkRfTWgxUGRkTA?oc=5&hl=pl&gl=PL&ceid=PL:pl,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQS0FIN1hwQUJYbFJMRDM5T1pSVjZCODlGS3F5TUlOa21XVTJDUzZJOElrbUJVdmFBci1GRG9hc1dWazlpQjFFaXJlV01lb0o4OXpCTUJTUERBbl9CYThma3N5bTVmOTlCYWk0ZGxPYTdoUXIwRmtkOGRPQUhuVU1Pa1NVUlRPczhzbmp3Q203SW1NQnNOcmNYZHg4a21QNlhDUnZEbm1NMmNSV0psREIyWDkxRDBFZmtOWjN6dDR6QkRfTWgxUGRkTA?oc=5&hl=pl&gl=PL&ceid=PL:pl,t,t,t,f,65,55,55
Google News,independent_radio,Warsaw,,https://news.google.com/rss/articles/CBMilwFBVV95cUxQODY1Z1Z6QktEV2ZWZVM4Ulp0U2k3bl9seC1TRUlqaDk3dW9VeTMtY1E2ZEVCdnFFQ09hZzhnUWRUYjdQaVRtTTExVE1lZnJES3A0SkVqV2pySERUNklDbnpvZ3BmLW56Z3Nhc2g0T3N4aXh2NlBfT0gyZ2g3OGZIMnliaU01cUQ3NHN6a0ZBbmlvZEpJeUow?oc=5&hl=pl&gl=PL&ceid=PL:pl,https://news.google.com/rss/articles/CBMilwFBVV95cUxQODY1Z1Z6QktEV2ZWZVM4Ulp0U2k3bl9seC1TRUlqaDk3dW9VeTMtY1E2ZEVCdnFFQ09hZzhnUWRUYjdQaVRtTTExVE1lZnJES3A0SkVqV2pySERUNklDbnpvZ3BmLW56Z3Nhc2g0T3N4aXh2NlBfT0gyZ2g3OGZIMnliaU01cUQ3NHN6a0ZBbmlvZEpJeUow?oc=5&hl=pl&gl=PL&ceid=PL:pl,t,t,t,f,65,55,55
Pussycat Dolls Perform Without Nicole Scherzinger Due to Technical Issues,promoter,Warsaw,,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab3f68ff2e4499b9ce88c3533dd4d4a&url=https%3a%2f%2fwww.star-telegram.com%2fentertainment%2farticle317288330.html&c=7783219136276152808&mkt=en-us,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab3f68ff2e4499b9ce88c3533dd4d4a&url=https%3a%2f%2fwww.star-telegram.com%2fentertainment%2farticle317288330.html&c=7783219136276152808&mkt=en-us,t,t,t,f,65,55,55
