Name,Kind,City,Email,Destination_URL,Source_URL,Active,Verified,Accepts_Outreach,Do_Not_Contact,Relationship_Score,Relevance_Pct,Confidence_Pct
Ppmuzyka,facebook_page,Łódź,,https://www.facebook.com/PPMuzyka/,https://www.facebook.com/PPMuzyka/,t,t,t,f,65,85,85
Wolnamuzyka,facebook_page,Łódź,,https://www.facebook.com/wolnamuzyka/,https://www.facebook.com/wolnamuzyka/,t,t,t,f,65,85,85
Antyradio,facebook_page,Łódź,,https://www.facebook.com/antyradio,https://www.facebook.com/antyradio,t,t,t,f,65,95,95
Antyradio,instagram_creator,Łódź,,https://instagram.com/antyradio/,https://instagram.com/antyradio/,t,t,t,f,65,95,95
Radio Eska łódź Na Żywo Za Darmo | FM-RADIO.live,independent_radio,Łódź,,https://fm-radio.live/,https://fm-radio.live/poland/radio/radio-eska-odz,t,t,t,f,65,65,65
Onet Wiadomosci,facebook_page,Łódź,,https://www.facebook.com/OnetWiadomosci/?locale=pl_PL,https://www.facebook.com/OnetWiadomosci/?locale=pl_PL,t,t,t,f,65,95,95
Onet Pl,instagram_creator,Łódź,,https://www.instagram.com/onet_pl,https://www.instagram.com/onet_pl,t,t,t,f,65,95,95
Onet,tiktok_creator,Łódź,,https://www.tiktok.com/@onet,https://www.tiktok.com/@onet,t,t,t,f,65,85,85
TikTok - Make Your Day,podcast,Łódź,,https://www.tiktok.com/,https://www.tiktok.com/discover/dzordz-polska,t,t,t,f,65,75,75
- YouTube,independent_radio,Łódź,,https://www.youtube.com/,https://www.youtube.com/watch?v=tdG9StkKmz4,t,t,t,f,65,95,95
- YouTube,podcast,Łódź,,https://www.youtube.com/,https://www.youtube.com/watch?v=pZ_n7ILcPTo,t,t,t,f,65,95,95
TikTok - Make Your Day,event_calendar,Łódź,,https://www.tiktok.com/discover/%C5%82%C3%B3d%C5%BA-2606,https://www.tiktok.com/discover/%C5%82%C3%B3d%C5%BA-2606,t,t,t,f,65,85,85
Podróże ze smakiem. 9. edycja Ramen Festival w Łodzi [PODCAST]...,podcast,Łódź,,https://radiolodz.pl/,"https://radiolodz.pl/podroze-ze-smakiem-9-edycja-ramen-festival-w-lodzi-podcast,453043/",t,t,t,f,65,55,55
