Name,Kind,City,Email,Destination_URL,Source_URL,Active,Verified,Accepts_Outreach,Do_Not_Contact,Relationship_Score,Relevance_Pct,Confidence_Pct
Hive Mind Community - Podcast - Apple Podcasts,podcast,Warsaw,,https://podcasts.apple.com/,https://podcasts.apple.com/pl/podcast/hive-mind-community/id1720199094,t,t,t,f,65,65,65
- YouTube,podcast,Warsaw,,https://www.youtube.com/,https://www.youtube.com/watch?v=eKbgasooAIY,t,t,t,f,65,95,95
Zip Radio - Warsaw Poland,independent_radio,Warsaw,,https://zip.radio/,https://zip.radio/pl/warsaw,t,t,t,f,65,55,55
1001Tracklists,podcast,Warsaw,,https://www.1001tracklists.com/,https://www.1001tracklists.com/tracklist/jfl6cy1/joris-voorn-spectrum-radio-037-part-1-smolna-warsaw-poland-2017-12-08-2017-12-28.html,t,t,t,f,65,55,55
News from Poland: Warsaw and Algiers strengthen economic ties - News from Poland - podcast Polskiego Radia,podcast,Warsaw,,https://www.polskieradio.pl/,https://www.polskieradio.pl/podcasty/news-from-poland/news-from-poland-warsaw-and-algiers-strengthen-economic-ties,t,t,t,f,65,65,65
Polskieradioplofficial,facebook_page,Warsaw,,https://www.facebook.com/polskieradioplofficial,https://www.facebook.com/polskieradioplofficial,t,t,t,f,65,95,95
Polskieradio,instagram_creator,Warsaw,,https://www.instagram.com/polskieradio/,https://www.instagram.com/polskieradio/,t,t,t,f,65,95,95
@Polskieradio Pl,youtube_channel,Warsaw,,https://www.youtube.com/@PolskieradioPL,https://www.youtube.com/@PolskieradioPL,t,t,t,f,65,95,95
Warsaw – Shortwave Web,independent_radio,Warsaw,,https://www.shortwaveweb.com/,https://www.shortwaveweb.com/country/warsaw/,t,t,t,f,65,55,55
Polish Radio Orchestra in Warsaw - Orkiestra Polskiego Radia w Warszawie,independent_radio,Warsaw,,https://www.polskieradio.pl/,"https://www.polskieradio.pl/79/1250,Polish-Radio-Orchestra-in-Warsaw",t,t,t,f,65,65,65
Polskieradio,instagram_creator,Warsaw,,https://www.instagram.com/polskieradio,https://www.instagram.com/polskieradio,t,t,t,f,65,95,95
Radio Mbox Warsaw | Stream Free Polish Pop Radio on Radio…,independent_radio,Warsaw,,https://radio-shuffle.com/,https://radio-shuffle.com/radio/radio-mbox-warsaw,t,t,t,f,65,55,55
Noizzpolska,facebook_page,Warsaw,,https://www.facebook.com/NOIZZPolska,https://www.facebook.com/NOIZZPolska,t,t,t,f,65,85,85
Musicbabyart,facebook_page,Warsaw,,https://www.facebook.com/musicbabyart/,https://www.facebook.com/musicbabyart/,t,t,t,f,65,85,85
Szerokiebarywawa,facebook_page,Warsaw,,https://www.facebook.com/szerokiebarywawa,https://www.facebook.com/szerokiebarywawa,t,t,t,f,65,85,85
Audio Forte,facebook_page,Warsaw,,https://www.facebook.com/AudioForte/,https://www.facebook.com/AudioForte/,t,t,t,f,65,85,85
wydarzenia warsaw city info | Facebook,event_calendar,Warsaw,,https://www.facebook.com/wydarzenia.warsawcity.info,https://www.facebook.com/wydarzenia.warsawcity.info,t,t,t,f,65,85,85
Eskarock,facebook_page,Warsaw,,https://www.facebook.com/eskarock,https://www.facebook.com/eskarock,t,t,t,f,65,95,95
Eska Rock,instagram_creator,Warsaw,,https://www.instagram.com/eska_rock/,https://www.instagram.com/eska_rock/,t,t,t,f,65,95,95
Eska Rock,tiktok_creator,Warsaw,,https://www.tiktok.com/@eska_rock,https://www.tiktok.com/@eska_rock,t,t,t,f,65,85,85
