Name,Kind,City,Email,Destination_URL,Source_URL,Active,Verified,Accepts_Outreach,Do_Not_Contact,Relationship_Score,Relevance_Pct,Confidence_Pct
Filharmonia Pomorska - YouTube,youtube_channel,Bydgoszcz,,https://www.youtube.com/channel/UCSRJal8YhWp5VVosby6mOGQ,https://www.youtube.com/channel/UCSRJal8YhWp5VVosby6mOGQ,t,t,t,f,65,85,85
"Grudziądz - Wydarzenia, sport, imprezy, kultura",local_media,Bydgoszcz,,https://pomorska.pl/,https://pomorska.pl/wiadomosci/grudziadz,t,t,t,f,65,65,65
Grudziądz,facebook_page,Bydgoszcz,,https://www.facebook.com/gazetapomorska,https://www.facebook.com/gazetapomorska,t,t,t,f,65,95,95
Grudziądz,instagram_creator,Bydgoszcz,,https://www.instagram.com/gazeta_pomorska/,https://www.instagram.com/gazeta_pomorska/,t,t,t,f,65,95,95
"Bydgoszcz, Poland - : Aerial view of city center of Bydgoszcz. View over Brda river., Buildings Stock Footage ft. cityscape & urban - Envato",podcast,Bydgoszcz,,https://elements.envato.com/,https://elements.envato.com/bydgoszcz-poland-aerial-view-of-city-center-of-byd-XNJ6CT7,t,t,t,f,65,65,65
Learn with Envato Tuts+,youtube_channel,Bydgoszcz,,https://www.youtube.com/@envatotuts,https://www.youtube.com/@envatotuts,t,t,t,f,65,95,95
"Bydgoszcz, Poland",instagram_creator,Bydgoszcz,,https://www.instagram.com/envato/,https://www.instagram.com/envato/,t,t,t,f,65,95,95
"Bydgoszcz, Poland",tiktok_creator,Bydgoszcz,,https://www.tiktok.com/@envato,https://www.tiktok.com/@envato,t,t,t,f,65,85,85
"Bydgoszcz, Poland",facebook_page,Bydgoszcz,,https://www.facebook.com/envato/,https://www.facebook.com/envato/,t,t,t,f,65,95,95
"Bydgoszcz, Poland",youtube_channel,Bydgoszcz,,https://www.youtube.com/user/Envato,https://www.youtube.com/user/Envato,t,t,t,f,65,95,95
